order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDC06030,2018-02-10,09:10:59,Breakfast,NS,"[('Coffee', 9), ('Cereal', 6)]",901.0,-37.8088896,144.9661459,0,7.193,14.0646167
ORDI07893,2018-05-05,12:03:22,Lunch,NS,"[('Fries', 1), ('Chicken', 1), ('Salad', 3)]",95.6,-37.8207808,144.9941131,0,9.775,16.8808962
ORDC00851,2018-01-29,08:50:42,Breakfast,ns,"[('Cereal', 6), ('Pancake', 7), ('Coffee', 6)]",340.75,-37.8245745,144.9357416,0,11.017,16.4158296
ORDK10685,2018-01-19,08:30:25,Breakfast,BK,"[('Eggs', 9), ('Coffee', 1), ('Cereal', 9), ('Pancake', 1)]",773.5,-37.7997227,144.9740589,0,7.354,12.0114825
ORDC07985,2018-11-01,17:58:18,Dinner,NS,"[('Shrimp', 6), ('Pasta', 3)]",406.5,-37.8183265,144.9969132,0,9.849,15.9341938
ORDJ09134,2018-11-25,18:49:00,Dinner,TP,"[('Pasta', 8), ('Salmon', 9), ('Fish&Chips', 8), ('Cereal', 10)]",1409.0,-37.8015364,144.977393,0,10.039,15.2684355
ORDZ02173,2018-01-24,08:40:33,Breakfast,NS,"[('Coffee', 8), ('Cereal', 5), ('Eggs', 10)]",385.0,-37.8089702,144.9811144,0,7.802,13.0550147
ORDB05788,2018-12-23,19:49:51,Breakfast,TP,"[('Fish&Chips', 6), ('Shrimp', 5)]",480.0,-37.8003919,144.9609668,0,9.675,15.3230261
ORDB04601,2018-18-05,12:33:48,Lunch,TP,"[('Fries', 7), ('Steak', 6)]",354.0,-37.8152208,144.9450228,0,9.567,12.5744961
ORDY04008,2018-01-21,08:30:25,Lunch,TP,"[('Eggs', 7), ('Pancake', 7), ('Cereal', 7), ('Coffee', 9)]",538.25,-37.8027201,144.9741767,0,9.833,13.4139693
ORDY05248,2018-09-08,16:16:54,Dinner,TP,"[('Shrimp', 2), ('Pasta', 7), ('Fish&Chips', 7), ('Salmon', 3)]",668.5,-37.8211636,144.9781181,0,8.694,14.3187552
ORDJ01877,2018-11-18,18:38:52,Dinner,TP,"[('Fish&Chips', 3), ('Shrimp', 9), ('Salmon', 9)]",960.0,37.8107177,145.0023388,0,11.246,16.4301018
ORDB07312,2018-09-24,16:47:19,Dinner,TP,"[('Pasta', 6), ('Salmon', 5), ('Shrimp', 9), ('Fish&Chips', 7)]",1101.0,-37.8018316,144.9688686,0,9.787,13.7491235
ORDJ05193,2018-10-16,17:27:53,Dinner,TP,"[('Pasta', 2), ('Fish&Chips', 1)]",90.0,-37.8256126,144.9973692,0,7.454,13.8908687
ORDB02685,2018-03-28,10:52:23,Breakfast,TP,"[('Coffee', 5), ('Eggs', 9), ('Cereal', 10)]",445.5,-37.7990413,144.9541571,0,9.94,12.0489098
ORDI07475,2018-04-06,11:02:32,Breakfast,bk,"[('Pancake', 5), ('Coffee', 1)]",128.75,-37.824155,144.9842071,0,9.385,14.3813019
ORDX06898,2018-03-18,10:32:06,Breakfast,BK,"[('Eggs', 1), ('Pancake', 4), ('Cereal', 3), ('Coffee', 7)]",234.5,37.8095396,144.9720503,0,6.743,14.5135266
ORDI07867,2018-04-16,11:22:49,Breakfast,NS,"[('Coffee', 2), ('Cereal', 6), ('Eggs', 5), ('Pancake', 6)]",396.5,-37.8143014,144.9548242,1,8.507,13.620018
ORDX01522,2018-06-18,13:34:38,Lunch,BK,"[('Burger', 1), ('Salad', 2), ('Chicken', 9), ('Steak', 4)]",533.4,-37.8216222,145.0002919,0,5.109,11.1581591
ORDY08238,2018-10-07,17:17:44,Dinner,TP,"[('Salmon', 5), ('Shrimp', 8), ('Pasta', 7)]",170.0,-37.8214388,144.9613955,0,7.447,13.6161063
ORDA00629,2018-02-16,09:31:16,Breakfast,BK,"[('Pancake', 8), ('Cereal', 1)]",481.0,-37.8069943,144.9433669,0,9.474,14.4029127
ORDZ01271,2018-01-02,08:00:00,Breakfast,NS,"[('Pancake', 7), ('Eggs', 1)]",191.75,-37.8203031,144.9465123,1,9.782,7.3265322
ORDI09284,2018-09-04,16:06:45,Dinner,NS,"[('Salmon', 6), ('Shrimp', 10), ('Pasta', 5)]",923.5,-37.8006595,144.9504862,0,8.08,14.4886887
ORDK05488,2018-10-04,17:07:36,Dinner,BK,"[('Fish&Chips', 4), ('Shrimp', 2), ('Salmon', 6)]",494.0,-37.808675,144.9423368,0,9.413,16.9018418
ORDZ00181,2018-04-28,11:53:14,Breakfast,NS,"[('Pancake', 2), ('Cereal', 9)]",237.5,-37.8019073,144.9565594,0,7.539,14.4770968
ORDI09579,2018-04-02,10:52:23,Dinner,NS,"[('Coffee', 2), ('Eggs', 2)]",59.0,-37.8131901,144.951289,0,8.592,12.7625656
ORDJ03768,2018-04-23,11:43:05,Breakfast,TP,"[('Pancake', 2), ('Cereal', 8), ('Eggs', 8)]",392.5,-37.8190181,144.9526176,0,9.899,11.2867239
ORDI05622,2018-03-22,10:32:06,Breakfast,NS,"[('Coffee', 6), ('Cereal', 6), ('Pancake', 8)]",658.0,-37.8238393,144.9812543,0,9.39,13.734752
ORDB00510,2018-11-09,18:18:35,Dinner,TP,"[('Burger', 10), ('Salmon', 1)]",581.0,-37.818057,144.9676608,0,7.711,12.0135801
ORDJ01109,2018-05-29,12:54:05,Breakfast,TP,"[('Salad', 2), ('Chicken', 6), ('Fries', 2)]",250.4,-37.8199697,144.9251126,0,10.888,14.3023049
ORDB05091,2018-11-07,18:18:35,Dinner,TP,"[('Fish&Chips', 2), ('Shrimp', 10)]",610.0,-37.8123565,144.9624458,0,8.232,12.1086071
ORDJ02333,2018-07-13,14:25:21,Lunch,TP,"[('Salad', 6), ('Chicken', 10), ('Steak', 2), ('Fries', 10), ('Burger', 5)]",788.2,-37.8163588,145.00578,0,7.575,14.7369228
ORDK06849,2018-02-11,09:21:07,Breakfast,BK,"[('Eggs', 9), ('Pancake', 7)]",367.75,-37.8160461,144.9722204,0,6.964,14.168443
ORDB08433,2018-07-11,14:15:12,Lunch,TP,"[('Chicken', 7), ('Fries', 9)]",332.0,-37.8146088,144.9656739,0,8.068,11.9011894
ORDA05261,2018-04-23,11:43:05,Breakfast,BK,"[('Pancake', 1), ('Eggs', 7), ('Coffee', 4), ('Cereal', 10)]",418.25,-37.8074899,144.9786297,0,6.139,10.618489
ORDB09073,2018-04-22,11:32:57,Breakfast,ns,"[('Coffee', 8), ('Cereal', 7)]",207.0,-37.8174248,144.9526301,0,8.673,12.6051607
ORDA01682,2018-05-13,12:23:39,Lunch,BK,"[('Fries', 1), ('Burger', 9)]",291.0,-37.8100586,144.935956,0,10.11,18.9211651
ORDZ04011,2018-05-14,12:23:39,Lunch,NS,"[('Chicken', 2), ('Steak', 1), ('Fries', 3)]",1092.0,-37.8194492,144.9600655,0,8.936,14.6517941
ORDJ05263,2018-09-11,16:16:54,Dinner,TP,"[('Salmon', 5), ('Pasta', 9)]",452.5,-37.8095175,144.963648,0,8.66,13.0279812
ORDA05088,2018-12-08,19:19:26,Dinner,BK,"[('Pasta', 7), ('Salmon', 3)]",315.5,-37.8125347,144.9727849,0,6.876,16.0423536
ORDB01873,2018-01-26,08:50:42,Breakfast,TP,"[('Eggs', 9), ('Pancake', 10), ('Cereal', 10)]",650.5,-37.8249769,144.9888234,0,9.259,11.5723661
ORDJ01790,2018-08-12,15:26:11,Lunch,TP,"[('Salad', 5), ('Fries', 7)]",170.0,37.8133508,144.9651096,0,8.229,13.8112297
ORDJ05350,2018-01-03,08:00:00,Lunch,TP,"[('Coffee', 3), ('Eggs', 4), ('Cereal', 10), ('Pancake', 10)]",563.0,-37.8034603,145.0198773,1,14.095,8.1370193
ORDK04577,2018-04-28,11:53:14,Breakfast,BK,"[('Eggs', 8), ('Cereal', 8), ('Coffee', 8)]",404.0,-37.8064703,144.9630062,0,7.454,14.7344992
ORDK03393,01-05-2018,11:53:14,Breakfast,BK,"[('Cereal', 2), ('Coffee', 3)]",64.5,-37.808936,144.9520784,0,8.532,13.9094484
ORDB04064,2018-01-30,08:50:42,Lunch,TP,"[('Eggs', 2), ('Pancake', 10), ('Cereal', 6)]",412.5,-37.8083317,144.9547551,0,9.073,11.4922635
ORDK04341,2018-03-14,10:21:58,Breakfast,BK,"[('Cereal', 8), ('Coffee', 3), ('Eggs', 8)]",366.5,-37.8174594,144.9778062,1,6.833,11.7677487
ORDI03979,2018-17-05,12:23:39,Lunch,NS,"[('Salad', 2), ('Fries', 10), ('Burger', 3), ('Chicken', 10)]",567.4,-37.799913,144.9515033,0,7.933,13.2456649
ORDI09307,2018-08-13,15:26:11,Lunch,NS,"[('Burger', 7), ('Chicken', 6), ('Fries', 10), ('Steak', 3), ('Salad', 6)]",767.2,-37.8103133,144.9883833,0,8.56,13.7966199
ORDB09736,2018-03-09,10:11:49,Breakfast,TP,"[('Cereal', 7), ('Coffee', 6)]",266.0,-37.8163302,144.9958943,0,10.393,12.9772095
ORDY00902,2018-05-14,12:23:39,Lunch,TP,"[('Burger', 8), ('Chicken', 9), ('Salad', 6), ('Steak', 6)]",909.2,-37.8070442,144.9630675,0,8.957,12.2660208
ORDY01715,2018-07-10,14:15:12,Lunch,TP,"[('Chicken', 2), ('Fries', 4), ('Salmon', 2), ('Steak', 7), ('Salad', 9)]",643.8,-37.801308,144.9742145,0,9.994,12.8395284
ORDZ09340,2018-10-16,17:27:53,Dinner,NS,"[('Shrimp', 7), ('Salmon', 7)]",665.0,37.8217934,144.9907543,0,9.59,15.7000793
ORDB04639,2018-11-19,18:38:52,Dinner,TP,"[('Shrimp', 7), ('Fish&Chips', 10)]",728.0,-37.8189749,145.0081364,0,11.356,14.9024334
ORDY05873,2018-11-02,18:08:27,Dinner,TP,"[('Shrimp', 3), ('Fish&Chips', 5), ('Pasta', 9), ('Salmon', 7)]",871.5,-37.8019358,144.9814442,1,10.282,13.7373554
ORDB02803,2018-08-28,15:56:37,Lunch,TP,"[('Steak', 10), ('Fries', 1)]",462.0,-37.812004,144.9636734,0,8.296,11.5078748
ORDB01931,2018-04-01,10:52:23,Breakfast,TP,"[('Coffee', 8), ('Cereal', 3), ('Pancake', 10), ('Eggs', 8)]",541.5,144.9848149,-37.8226541,0,9.286,13.5916175
ORDA04335,2018-12-28,20:00:00,Dinner,BK,"[('Shrimp', 5), ('Salmon', 4), ('Fish&Chips', 1), ('Pasta', 4)]",579.0,37.8196075,144.9520277,0,8.898,15.609979
ORDK07427,2018-04-22,11:32:57,Breakfast,BK,"[('Coffee', 1), ('Cereal', 2)]",49.5,-37.8189529,144.9525466,0,8.876,16.1269195
ORDZ08004,2018-10-07,17:17:44,Dinner,tp,"[('Fish&Chips', 2), ('Shrimp', 6)]",394.0,-37.8258022,144.9602649,0,9.581,17.2253955
ORDZ06628,2018-01-31,09:00:50,Dinner,NS,"[('Coffee', 2), ('Eggs', 6), ('Cereal', 1), ('Pancake', 6)]",313.5,-37.8231224,144.9891999,0,9.536,14.5882848
ORDY04247,2018-12-27,20:00:00,Dinner,TP,"[('Salmon', 4), ('Fish&Chips', 1), ('Shrimp', 5)]",469.0,-37.8193636,145.0147813,0,12.055,15.4010677
ORDK09454,2018-10-28,17:58:18,Dinner,BK,"[('Pasta', 7), ('Shrimp', 7)]",570.5,-37.8098883,144.9477015,0,9.01,18.5588323
ORDX00341,2018-01-29,08:50:42,Breakfast,BK,"[('Pancake', 10), ('Eggs', 4), ('Coffee', 9)]",398.0,-37.8245745,144.9357416,0,10.647,15.5824318
ORDJ03038,2018-05-03,12:03:22,Breakfast,TP,"[('Burger', 9), ('Fries', 6)]",351.0,-37.8134213,144.9602584,0,8.41,11.9055254
ORDK02670,2018-07-27,14:45:38,Lunch,NS,"[('Burger', 3), ('Chicken', 7), ('Steak', 3), ('Fries', 3)]",488.0,-37.8138089,144.949104,0,10.204,16.3654513
ORDB00954,2018-02-14,09:21:07,Breakfast,TP,"[('Coffee', 5), ('Pancake', 6), ('Eggs', 1)]",226.75,-37.8077231,145.0011106,0,11.421,13.9228971
ORDJ03881,2018-06-06,13:04:13,Lunch,TP,"[('Fries', 2), ('Chicken', 1)]",56.0,-37.8033927,144.9492205,0,9.944,13.5926998
ORDB09759,2018-08-22,15:36:20,Lunch,TP,"[('Salad', 1), ('Chicken', 9)]",286.0,-37.8055775,144.9857969,0,10.262,13.4902418
ORDK02719,2018-10-30,17:58:18,Breakfast,BK,"[('Pasta', 6), ('Salmon', 10), ('Fish&Chips', 9), ('Shrimp', 1)]",944.0,-37.8012198,144.9630195,0,8.061,15.4516854
ORDX04728,2018-05-23,12:43:56,Dinner,BK,"[('Burger', 6), ('Fries', 4), ('Salad', 5), ('Steak', 5)]",545.0,-37.8145258,145.0155108,0,4.798,10.4426018
ORDJ05518,2018-10-29,17:58:18,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 8)]",643.0,37.8195648,144.969116,0,7.35,11.7726806
ORDI03830,2018-01-10,08:10:08,Breakfast,NS,"[('Coffee', 9), ('Eggs', 3), ('Pancake', 2), ('Cereal', 4)]",266.0,-37.8139544,144.963645,1,7.971,6.2577699
ORDC03468,02-04-2018,11:02:32,Breakfast,NS,"[('Pancake', 3), ('Eggs', 8), ('Cereal', 6)]",374.75,-37.8145936,144.9902397,0,9.066,14.1530296
ORDI03613,2018-20-12,19:39:43,Dinner,NS,"[('Shrimp', 10), ('Fish&Chips', 3)]",645.0,-37.8132275,144.9334583,0,8.955,14.8833504
ORDJ01835,2018-19-08,15:36:20,Lunch,TP,"[('Salad', 5), ('Burger', 8)]",334.0,-37.8065954,144.9860905,0,10.113,15.1391759
ORDB07613,2018-08-19,15:36:20,Lunch,TP,"[('Chicken', 10), ('Salmon', 6), ('Fries', 4), ('Burger', 9)]",917.0,-37.8034431,144.9464528,0,10.08,14.5619062
ORDZ06914,2018-10-14,17:27:53,Dinner,tp,"[('Pasta', 8), ('Salmon', 2)]",302.0,-37.8012839,144.988679,0,7.922,16.1079446
ORDX07415,2018-04-12,11:22:49,Breakfast,BK,"[('Pasta', 5), ('Coffee', 1)]",112.5,-37.8013917,144.9433256,0,9.49,14.375216
ORDZ09222,2018-12-14,19:29:34,Dinner,tp,"[('Salmon', 6), ('Shrimp', 1)]",300.0,-37.8145465,145.0142926,0,11.015,17.1068327
ORDK01110,2018-05-14,12:23:39,Breakfast,BK,"[('Salad', 7), ('Steak', 10), ('Chicken', 1)]",602.4,-37.8177379,144.9787149,0,6.774,12.539775
ORDI05164,2018-09-01,16:06:45,Dinner,NS,"[('Pasta', 7), ('Salmon', 4), ('Fish&Chips', 3), ('Shrimp', 6)]",785.5,-37.8162646,144.9557341,0,8.066,16.7376079
ORDA02950,2018-02-05,09:10:59,Lunch,BK,"[('Eggs', 2), ('Pancake', 9), ('Coffee', 3)]",284.75,-37.8074896,144.9558837,0,8.162,13.2664475
ORDZ05289,2018-07-11,14:15:12,Lunch,NS,"[('Burger', 10), ('Salad', 5), ('Steak', 10), ('Chicken', 6)]",1038.0,-37.8146088,144.9656739,0,8.002,14.4545136
ORDY08437,2018-09-10,16:16:54,Dinner,TP,"[('Pasta', 5), ('Fish&Chips', 8), ('Salmon', 4), ('Shrimp', 3)]",743.5,-37.8147957,144.9448989,0,9.585,14.1508075
ORDX10338,2018-09-21,16:37:10,Dinner,BK,"[('Fish&Chips', 9), ('Pasta', 9)]",562.5,-37.8000279,144.9704433,0,7.565,14.6873627
ORDB07784,2018-01-26,08:50:42,Breakfast,TP,"[('Pancake', 3), ('Eggs', 2)]",116.75,-37.8190834,144.9465685,0,9.173,11.8254454
ORDX10529,2018-03-24,10:42:15,Breakfast,BK,"[('Pancake', 2), ('Eggs', 9)]",267.0,-37.8181639,144.9257187,0,11.151,18.1132278
ORDY08284,2018-08-29,15:56:37,Breakfast,TP,"[('Salad', 3), ('Chicken', 1), ('Steak', 5)]",308.6,-37.8187013,144.9782069,0,8.646,12.1507518
ORDK01442,2018-12-04,19:09:17,Dinner,BK,"[('Pasta', 3), ('Shrimp', 3), ('Salmon', 5)]",449.5,-37.8054568,144.9333354,1,10.405,17.5527383
ORDA06666,2018-31-12,20:00:00,Dinner,BK,"[('Fish&Chips', 5), ('Pasta', 4), ('Shrimp', 2), ('Salmon', 2)]",475.0,-37.8210062,144.9697007,0,7.824,15.0283976
ORDK00883,2018-12-12,19:29:34,Dinner,BK,"[('Pasta', 10), ('Fish&Chips', 4), ('Shrimp', 9)]",901.0,37.8208494,144.955155,0,8.587,15.1018839
ORDJ01649,2018-07-05,14:05:04,Lunch,TP,"[('Salad', 5), ('Chicken', 5)]",246.0,-37.8115122,144.9964897,0,10.612,13.3593644
ORDC09742,2018-08-03,15:05:54,Lunch,NS,"[('Fries', 8), ('Chicken', 7), ('Steak', 7), ('Burger', 3)]",728.0,-37.8121744,144.9739415,0,7.623,13.5782097
ORDX07774,2018-06-05,13:04:13,Lunch,BK,"[('Chicken', 8), ('Fries', 10)]",376.0,-37.806898,144.9269769,0,10.627,17.8149717
ORDI07410,2018-08-15,15:26:11,Breakfast,NS,"[('Burger', 2), ('Salad', 2)]",96.4,-37.8082849,144.976546,0,7.376,12.7428871
ORDJ07826,2018-01-10,08:10:08,Breakfast,TP,"[('Pancake', 6), ('Eggs', 9), ('Cereal', 6)]",469.5,-37.8030115,144.9295058,0,11.398,6.7948515
ORDK01392,2018-12-31,20:00:00,Lunch,BK,"[('Salmon', 5), ('Fish&Chips', 8), ('Shrimp', 6), ('Pasta', 5)]",946.5,-37.8053578,144.9995589,0,4.8,11.9306233
ORDI05066,2018-10-05,17:07:36,Dinner,NS,"[('Salmon', 3), ('Pasta', 7)]",315.5,-37.808112,144.9567149,0,7.977,14.1602177
ORDI10612,2018-04-23,11:43:05,Breakfast,NS,"[('Eggs', 4), ('Cereal', 8), ('Coffee', 4)]",286.0,-37.8187721,144.9535272,0,9.211,13.5969646
ORDZ04948,2018-06-17,13:34:38,Lunch,NS,"[('Chicken', 3), ('Salad', 8)]",233.6,-37.8097389,144.9463419,1,8.985,16.9431619
ORDA09617,2018-01-30,08:50:42,Breakfast,BK,"[('Eggs', 1), ('Coffee', 9)]",89.5,-37.803419,144.9914904,0,5.505,10.6173755
ORDY04965,2018-01-29,08:50:42,Breakfast,TP,"[('Cereal', 2), ('Coffee', 2), ('Pancake', 7)]",226.75,-37.8027411,144.9666603,1,9.566,11.8385224
ORDI09977,2018-10-06,17:07:36,Dinner,TP,"[('Fish&Chips', 5), ('Salmon', 9), ('Pasta', 6), ('Shrimp', 4)]",925.0,-37.8068371,144.9651055,0,7.143,15.193032
ORDC09276,2018-09-10,16:16:54,Dinner,NS,"[('Pasta', 3), ('Salmon', 6), ('Shrimp', 6)]",652.5,37.8172224,144.9490057,0,9.413,15.3899253
ORDJ10179,2018-08-18,15:36:20,Lunch,TP,"[('Fries', 7), ('Salad', 10), ('Chicken', 9)]",544.0,-37.8128829,144.968234,0,9.293,13.4037547
ORDC02971,2018-05-10,12:13:31,Lunch,NS,"[('Salad', 2), ('Burger', 9), ('Chicken', 1), ('Fries', 10), ('Steak', 2)]",555.4,-37.8151594,144.9478253,0,9.137,14.7518819
ORDA10147,2018-21-03,10:32:06,Breakfast,BK,"[('Coffee', 4), ('Pancake', 9), ('Eggs', 4), ('Cereal', 10)]",546.25,-37.8149938,144.9605383,0,7.976,12.9964558
ORDX03541,2018-05-15,12:23:39,Lunch,BK,"[('Salad', 10), ('Fries', 5), ('Steak', 1), ('Chicken', 7)]",501.0,-37.813063,144.9516671,0,8.736,14.2894317
ORDX06874,2018-07-30,14:55:46,Lunch,BK,"[('Fries', 5), ('Burger', 1), ('Salad', 7), ('Chicken', 8), ('Steak', 8)]",524.6,-37.8121563,144.9737432,0,6.778,12.4003034
ORDY07752,2018-07-03,14:05:04,Lunch,TP,"[('Chicken', 3), ('Fries', 2)]",1109.0,-37.8085511,144.9632138,0,8.775,11.7926046
ORDB03845,2018-03-22,10:32:06,Lunch,TP,"[('Coffee', 3), ('Pancake', 1), ('Cereal', 10), ('Eggs', 1)]",278.75,-37.8178914,144.9619646,0,7.874,11.0093605
ORDA07334,2018-22-01,08:40:33,Breakfast,BK,"[('Eggs', 7), ('Pancake', 4), ('Cereal', 6), ('Coffee', 4)]",407.0,-37.8154957,144.9577319,0,8.242,12.9637608
ORDX09892,2018-10-16,17:27:53,Dinner,BK,"[('Pasta', 4), ('Salmon', 1), ('Fish&Chips', 2), ('Shrimp', 5)]",491.0,-37.8209346,144.998755,0,5.16,12.0150516
ORDB05959,2018-02-12,09:21:07,Breakfast,TP,"[('Cereal', 6), ('Pancake', 4), ('Eggs', 6)]",650.6,-37.8149788,144.9720758,0,8.334,11.1299399
ORDZ10548,2018-09-23,16:47:19,Dinner,ns,"[('Shrimp', 2), ('Salmon', 9), ('Pasta', 1), ('Fish&Chips', 8)]",784.5,-37.7976936,144.9674106,0,6.652,14.9205733
ORDA01583,2018-05-17,12:23:39,Lunch,BK,"[('Coffee', 7), ('Fries', 1), ('Burger', 4)]",451.0,-37.81056,144.9642987,0,7.427,13.4672084
ORDY06311,2018-01-22,08:40:33,Breakfast,TP,"[('Cereal', 8), ('Fish&Chips', 7)]",220.5,-37.8224721,144.9828079,0,8.779,10.9842238
ORDX08196,2018-03-04,10:01:41,Breakfast,BK,"[('Cereal', 3), ('Eggs', 6), ('Coffee', 6)]",240.0,-37.8155051,144.935688,0,10.125,17.4553872
ORDY09940,2018-03-05,10:01:41,Breakfast,bk,"[('Eggs', 7), ('Coffee', 1), ('Cereal', 6), ('Pancake', 4)]",384.5,-37.8209806,145.0004038,0,10.628,12.9845099
ORDB02454,2018-04-08,11:12:40,Breakfast,TP,"[('Coffee', 6), ('Pancake', 3), ('Eggs', 3), ('Shrimp', 4)]",267.75,-37.8004156,144.9520798,0,9.98,13.9131334
ORDK09280,2018-02-20,09:41:24,Breakfast,BK,"[('Cereal', 4), ('Eggs', 7), ('Pancake', 7), ('Coffee', 7)]",460.25,-37.8173296,144.9673881,1,7.425,12.253021
ORDK00008,2018-05-31,12:54:05,Lunch,BK,"[('Steak', 9), ('Salad', 10)]",577.0,-37.8038851,145.0055963,0,5.42,11.4576828
ORDK06947,2018-04-06,11:02:32,Breakfast,BK,"[('Coffee', 8), ('Pancake', 7)]",229.75,-37.8038188,144.9643945,1,7.575,12.1074384
ORDA05845,2018-08-30,15:56:37,Lunch,BK,"[('Chicken', 10), ('Steak', 7), ('Salad', 9), ('Fries', 4), ('Burger', 4)]",961.8,-37.8105833,144.931807,1,11.469,16.8921573
ORDB09432,2018-11-19,18:38:52,Dinner,TP,"[('Salmon', 8), ('Fish&Chips', 8), ('Pasta', 1), ('Shrimp', 1)]",689.5,144.9360782,-37.8140163,0,10.627,14.4365666
ORDA07034,2018-10-28,17:58:18,Dinner,BK,"[('Shrimp', 5), ('Salmon', 10)]",1409.0,-37.8196493,144.9616537,0,8.026,16.9508223
ORDC03474,2018-01-06,08:10:08,Breakfast,NS,"[('Eggs', 4), ('Cereal', 10), ('Pancake', 1), ('Coffee', 3)]",344.75,-37.7996936,144.9717499,1,6.254,6.7291997
ORDI07519,12-05-2018,12:23:39,Lunch,NS,"[('Steak', 5), ('Salad', 5)]",311.0,-37.8038592,144.9649561,0,6.865,14.6516211
ORDX01649,01-02-2018,09:00:50,Breakfast,BK,"[('Cereal', 4), ('Pancake', 9), ('Eggs', 6), ('Coffee', 1)]",441.75,-37.8206179,144.9791298,0,7.168,12.0143878
ORDC05442,2018-02-16,09:31:16,Breakfast,NS,"[('Coffee', 6), ('Cereal', 7), ('Eggs', 1), ('Pancake', 5)]",335.25,-37.8056849,144.9280772,0,9.035,15.624734
ORDB02576,2018-15-05,12:23:39,Lunch,TP,"[('Steak', 4), ('Fries', 5), ('Burger', 10), ('Chicken', 2)]",614.0,-37.8081641,144.9711114,0,9.183,12.9738067
ORDB03748,2018-03-31,10:52:23,Breakfast,TP,"[('Pasta', 5), ('Cereal', 3)]",184.25,-37.8059867,144.979449,0,9.711,13.8533186
ORDI00116,2018-03-28,10:52:23,Breakfast,NS,"[('Eggs', 10), ('Coffee', 5), ('Cereal', 7), ('Pancake', 5)]",525.75,-37.8128878,144.9641366,0,6.774,12.9296208
ORDK10497,2018-06-08,13:14:21,Lunch,BK,"[('Coffee', 7), ('Chicken', 4), ('Fries', 5), ('Steak', 5), ('Burger', 7)]",750.4,-37.8035827,144.9514507,0,8.582,14.1146723
ORDA04983,2018-12-05,19:09:17,Dinner,BK,"[('Shrimp', 4), ('Pasta', 6), ('Salmon', 7), ('Fish&Chips', 2)]",738.0,-37.8188407,144.9553643,0,8.026,15.8904279
ORDB08779,2018-04-10,11:12:40,Breakfast,TP,"[('Pancake', 3), ('Coffee', 4), ('Cereal', 3), ('Eggs', 7)]",319.75,-37.8079469,144.9735065,0,9.255,11.3638107
ORDK02021,2018-04-08,11:12:40,Breakfast,bk,"[('Cereal', 9), ('Pancake', 8)]",383.0,-37.8005056,144.9519685,0,8.679,16.3211005
ORDI10029,2018-10-05,17:07:36,Dinner,NS,"[('Pasta', 7), ('Fish&Chips', 5), ('Shrimp', 1), ('Salmon', 4)]",585.5,-37.8061852,144.9592654,0,7.649,13.5315294
ORDJ02089,2018-09-30,16:57:27,Dinner,TP,"[('Shrimp', 1), ('Pasta', 4), ('Salmon', 7), ('Fish&Chips', 4)]",591.0,-37.8154612,144.9405224,0,10.08,15.6924363
ORDC04548,2018-05-23,12:43:56,Lunch,NS,"[('Fries', 6), ('Steak', 6), ('Chicken', 7)]",566.0,-37.8146853,144.9839096,0,8.586,13.9769512
ORDZ08818,2018-04-02,11:02:32,Breakfast,NS,"[('Eggs', 6), ('Coffee', 10)]",207.0,-37.8145043,144.9894306,1,8.994,13.941499
ORDZ03252,2018-01-12,08:20:16,Breakfast,NS,"[('Chicken', 5), ('Eggs', 1)]",143.25,-37.8191958,144.9875564,1,9.158,7.4607765
ORDK06876,2018-02-08,09:10:59,Breakfast,BK,"[('Cereal', 4), ('Eggs', 2), ('Coffee', 1), ('Pancake', 3)]",208.25,-37.8170411,144.9507927,1,9.201,14.0882906
ORDB03669,2018-06-23,13:44:47,Lunch,TP,"[('Steak', 1), ('Salad', 1), ('Fries', 8)]",158.2,-37.8076317,144.9421924,0,10.164,15.4326963
ORDX06980,2018-11-10,18:18:35,Lunch,BK,"[('Shrimp', 1), ('Salmon', 5)]",259.0,-37.8206468,144.9835352,0,6.506,15.8889834
ORDK01378,2018-15-01,08:20:16,Breakfast,BK,"[('Pancake', 3), ('Coffee', 2), ('Cereal', 9)]",276.75,-37.8071621,144.9559662,1,8.234,6.4017979
ORDA02709,2018-12-02,19:09:17,Dinner,BK,"[('Shrimp', 4), ('Fish&Chips', 2), ('Pasta', 2)]",341.0,-37.8212268,144.9885721,0,6.123,15.757341
ORDK06474,2018-02-28,09:51:32,Breakfast,BK,"[('Eggs', 4), ('Cereal', 9), ('Coffee', 7)]",329.5,-37.8203612,144.9777006,0,7.365,12.4405983
ORDC02724,2018-11-18,18:38:52,Dinner,NS,"[('Shrimp', 6), ('Salmon', 1), ('Pasta', 6), ('Fish&Chips', 3)]",635.0,-37.8108044,145.003225,0,9.718,17.0821511
ORDI00960,2018-12-11,19:19:26,Dinner,NS,"[('Fries', 10), ('Pasta', 7)]",602.5,-37.8052407,144.9723874,0,6.845,12.758354
ORDY02911,2018-11-19,18:38:52,Dinner,TP,"[('Salmon', 3), ('Fish&Chips', 1)]",158.0,37.8191543,144.9505999,0,8.843,12.5059238
ORDZ02335,2018-06-10,13:14:21,Lunch,NS,"[('Salad', 6), ('Chicken', 2), ('Burger', 5), ('Steak', 1)]",367.2,-37.8214578,144.9838758,0,9.149,16.3494416
